offline_datapoint_21 1631554456 8716378112,000
offline_datapoint_7 1631554456 9922514944,000
offline_datapoint_6 1631554454 0,000
offline_datapoint_12 1631554454 4,128
offline_datapoint_25 1631554454 2,023
offline_datapoint_13 1631554454 4345,561
offline_datapoint_19 1631554456 0,000
offline_datapoint_0 1631554454 6268,047
offline_datapoint_16 1631554454 321,807
offline_datapoint_29 1631554454 0,467
offline_datapoint_17 1631554454 10,025
offline_datapoint_10 1631554454 99,296
offline_datapoint_30 1631554454 0,000
offline_datapoint_23 1631554454 13414,400
offline_datapoint_4 1631554454 0,005
offline_datapoint_11 1631554459 32647,000
offline_datapoint_5 1631554459 3840,000
offline_datapoint_18 1631554457 58,414
offline_datapoint_27 1631554459 391385088,000
offline_datapoint_14 1631554459 359280640,000
offline_datapoint_3 1631554459 12168069120,000
offline_datapoint_9 1631554459 216903680,000
offline_datapoint_26 1631554459 1284,000
offline_datapoint_20 1631554457 37,597
offline_datapoint_8 1631554457 9335,423
offline_datapoint_22 1631554459 216903680,000
offline_datapoint_1 1631554457 3,993
offline_datapoint_21 1631554459 8714219520,000
offline_datapoint_7 1631554459 9925984256,000
offline_datapoint_6 1631554457 0,000
offline_datapoint_12 1631554457 5,301
offline_datapoint_25 1631554457 2,665
offline_datapoint_13 1631554457 5413,999
offline_datapoint_19 1631554459 0,000
offline_datapoint_0 1631554457 7855,490
offline_datapoint_16 1631554457 588,579
offline_datapoint_29 1631554457 0,425
offline_datapoint_17 1631554457 8,983
offline_datapoint_10 1631554457 99,504
offline_datapoint_30 1631554457 0,000
offline_datapoint_23 1631554457 21750,519
offline_datapoint_4 1631554457 0,004
offline_datapoint_11 1631554462 32647,000
offline_datapoint_5 1631554462 3816,000
offline_datapoint_18 1631554460 58,400
offline_datapoint_27 1631554462 391385088,000
offline_datapoint_14 1631554462 359280640,000
offline_datapoint_3 1631554462 12165165056,000
offline_datapoint_9 1631554462 216879104,000
offline_datapoint_26 1631554462 1287,000
offline_datapoint_20 1631554460 14,659
offline_datapoint_8 1631554460 3334,348
offline_datapoint_22 1631554462 216879104,000
offline_datapoint_1 1631554460 2,332
offline_datapoint_21 1631554462 8710557696,000
offline_datapoint_7 1631554462 9921114112,000
offline_datapoint_6 1631554460 0,000
offline_datapoint_12 1631554460 2,989
offline_datapoint_25 1631554460 1,757
offline_datapoint_13 1631554460 4354,177
offline_datapoint_19 1631554462 0,000
offline_datapoint_0 1631554460 6400,163
offline_datapoint_16 1631554460 339,165
offline_datapoint_29 1631554460 0,492
offline_datapoint_17 1631554460 14,326
offline_datapoint_10 1631554460 99,144
offline_datapoint_30 1631554460 0,666
offline_datapoint_23 1631554460 22158,884
offline_datapoint_4 1631554460 0,005
offline_datapoint_11 1631554465 32647,000
offline_datapoint_5 1631554465 3772,000
offline_datapoint_18 1631554463 58,388
offline_datapoint_27 1631554465 391397376,000
offline_datapoint_14 1631554465 359485440,000
offline_datapoint_3 1631554465 12162695168,000
offline_datapoint_9 1631554465 214958080,000
offline_datapoint_26 1631554465 1291,000
offline_datapoint_20 1631554463 8,025
offline_datapoint_8 1631554463 16264,006
offline_datapoint_22 1631554465 214958080,000
offline_datapoint_1 1631554463 0,669
offline_datapoint_21 1631554465 8709038080,000
offline_datapoint_7 1631554465 9917747200,000
offline_datapoint_6 1631554463 0,065
offline_datapoint_12 1631554463 6,271
offline_datapoint_25 1631554463 3,070
offline_datapoint_13 1631554463 5977,958
offline_datapoint_19 1631554465 0,000
offline_datapoint_0 1631554463 8588,091
offline_datapoint_16 1631554463 785,447
offline_datapoint_29 1631554463 0,714
offline_datapoint_17 1631554463 9,697
offline_datapoint_10 1631554463 99,236
offline_datapoint_30 1631554463 0,000
offline_datapoint_23 1631554463 13894,621
offline_datapoint_4 1631554463 0,007
offline_datapoint_11 1631554468 32647,000
offline_datapoint_5 1631554468 3767,000
offline_datapoint_18 1631554466 58,410
offline_datapoint_27 1631554468 391413760,000
offline_datapoint_14 1631554468 359485440,000
offline_datapoint_3 1631554468 12167348224,000
offline_datapoint_9 1631554468 215216128,000
offline_datapoint_26 1631554468 1290,000
offline_datapoint_20 1631554466 5,314
offline_datapoint_8 1631554466 7602,346
offline_datapoint_22 1631554468 215216128,000
offline_datapoint_1 1631554466 0,332
offline_datapoint_21 1631554468 8714231808,000
offline_datapoint_7 1631554468 9920057344,000
offline_datapoint_6 1631554466 0,065
offline_datapoint_12 1631554466 4,922
offline_datapoint_25 1631554466 1,816
offline_datapoint_13 1631554466 4850,597
offline_datapoint_19 1631554468 0,000
offline_datapoint_0 1631554466 7102,541
offline_datapoint_16 1631554466 588,807
offline_datapoint_29 1631554466 0,130
offline_datapoint_17 1631554466 5,314
offline_datapoint_10 1631554466 99,704
offline_datapoint_30 1631554466 0,000
offline_datapoint_23 1631554466 10464,000
offline_datapoint_4 1631554466 0,001
offline_datapoint_11 1631554471 32647,000
offline_datapoint_5 1631554471 3770,000
offline_datapoint_18 1631554469 58,326
offline_datapoint_27 1631554471 391413760,000
offline_datapoint_14 1631554471 359485440,000
offline_datapoint_3 1631554471 12149833728,000
offline_datapoint_9 1631554471 215359488,000
offline_datapoint_26 1631554471 1297,000
offline_datapoint_20 1631554469 25,696
offline_datapoint_8 1631554469 8652,671
offline_datapoint_22 1631554471 215359488,000
offline_datapoint_1 1631554469 3,003
offline_datapoint_21 1631554471 8695504896,000
offline_datapoint_7 1631554471 9903828992,000
offline_datapoint_6 1631554469 0,000
offline_datapoint_12 1631554469 6,140
offline_datapoint_25 1631554469 3,259
offline_datapoint_13 1631554469 5244,397
offline_datapoint_19 1631554471 0,000
offline_datapoint_0 1631554469 7501,006
offline_datapoint_16 1631554469 668,773
offline_datapoint_29 1631554469 0,620
offline_datapoint_17 1631554469 18,355
offline_datapoint_10 1631554469 98,968
offline_datapoint_30 1631554469 0,000
offline_datapoint_23 1631554469 11785,309
offline_datapoint_4 1631554469 0,006
offline_datapoint_11 1631554474 32647,000
offline_datapoint_5 1631554474 3775,000
offline_datapoint_18 1631554472 58,332
offline_datapoint_27 1631554474 391413760,000
offline_datapoint_14 1631554474 359591936,000
offline_datapoint_3 1631554474 12151091200,000
offline_datapoint_9 1631554474 215461888,000
offline_datapoint_26 1631554474 1296,000
offline_datapoint_20 1631554472 167,459
offline_datapoint_8 1631554472 8709,531
offline_datapoint_22 1631554474 215461888,000
offline_datapoint_1 1631554472 23,637
offline_datapoint_21 1631554474 8697237504,000
offline_datapoint_7 1631554474 9907044352,000
offline_datapoint_6 1631554472 0,065
offline_datapoint_12 1631554472 5,914
offline_datapoint_25 1631554472 3,381
offline_datapoint_13 1631554472 5729,893
offline_datapoint_19 1631554474 0,000
offline_datapoint_0 1631554472 8300,372
offline_datapoint_16 1631554472 555,644
offline_datapoint_29 1631554472 4,247
offline_datapoint_17 1631554472 54,599
offline_datapoint_10 1631554472 96,546
offline_datapoint_30 1631554472 1,332
offline_datapoint_23 1631554472 19668,293
offline_datapoint_4 1631554472 0,042
offline_datapoint_11 1631554477 32647,000
offline_datapoint_5 1631554477 3777,000
offline_datapoint_18 1631554475 58,328
offline_datapoint_27 1631554477 391413760,000
offline_datapoint_14 1631554477 359591936,000
offline_datapoint_3 1631554477 12150247424,000
offline_datapoint_9 1631554477 215429120,000
offline_datapoint_26 1631554477 1296,000
offline_datapoint_20 1631554475 6,013
offline_datapoint_8 1631554475 11888,294
offline_datapoint_22 1631554477 215429120,000
offline_datapoint_1 1631554475 1,002
offline_datapoint_21 1631554477 8696553472,000
offline_datapoint_7 1631554477 9903792128,000
offline_datapoint_6 1631554475 0,065
offline_datapoint_12 1631554475 6,822
offline_datapoint_25 1631554475 3,654
offline_datapoint_13 1631554475 5421,992
offline_datapoint_19 1631554477 0,000
offline_datapoint_0 1631554475 7842,345
offline_datapoint_16 1631554475 607,677
offline_datapoint_29 1631554475 0,353
offline_datapoint_17 1631554475 10,690
offline_datapoint_10 1631554475 99,614
offline_datapoint_30 1631554475 1,336
offline_datapoint_23 1631554475 6416,000
offline_datapoint_4 1631554475 0,004
offline_datapoint_11 1631554480 32647,000
offline_datapoint_5 1631554480 3777,000
offline_datapoint_18 1631554478 58,332
offline_datapoint_27 1631554480 391413760,000
offline_datapoint_14 1631554480 359591936,000
offline_datapoint_3 1631554480 12151009280,000
offline_datapoint_9 1631554480 215588864,000
offline_datapoint_26 1631554480 1296,000
offline_datapoint_20 1631554478 13,350
offline_datapoint_8 1631554478 11777,380
offline_datapoint_22 1631554480 215588864,000
offline_datapoint_1 1631554478 1,001
offline_datapoint_21 1631554480 8698793984,000
offline_datapoint_7 1631554480 9911652352,000
offline_datapoint_6 1631554478 0,000
offline_datapoint_12 1631554478 5,614
offline_datapoint_25 1631554478 2,868
offline_datapoint_13 1631554478 5463,337
offline_datapoint_19 1631554480 0,000
offline_datapoint_0 1631554478 7978,742
offline_datapoint_16 1631554478 634,775
offline_datapoint_29 1631554478 0,501
offline_datapoint_17 1631554478 10,346
offline_datapoint_10 1631554478 99,303
offline_datapoint_30 1631554478 0,667
offline_datapoint_23 1631554478 13774,452
offline_datapoint_4 1631554478 0,005
offline_datapoint_11 1631554483 32647,000
offline_datapoint_5 1631554483 3782,000
offline_datapoint_18 1631554481 58,329
offline_datapoint_27 1631554483 391438336,000
offline_datapoint_14 1631554483 359591936,000
offline_datapoint_3 1631554483 12150427648,000
offline_datapoint_9 1631554483 215273472,000
offline_datapoint_26 1631554483 1296,000
offline_datapoint_20 1631554481 4,324
offline_datapoint_8 1631554481 12302,678
offline_datapoint_22 1631554483 215273472,000
offline_datapoint_1 1631554481 0,665
offline_datapoint_21 1631554483 8697892864,000
offline_datapoint_7 1631554483 9905233920,000
offline_datapoint_6 1631554481 0,000
offline_datapoint_12 1631554481 6,388
offline_datapoint_25 1631554481 2,728
offline_datapoint_13 1631554481 5885,408
offline_datapoint_19 1631554483 0,000
offline_datapoint_0 1631554481 8771,899
offline_datapoint_16 1631554481 623,333
offline_datapoint_29 1631554481 0,337
offline_datapoint_17 1631554481 12,972
offline_datapoint_10 1631554481 99,413
offline_datapoint_30 1631554481 1,996
offline_datapoint_23 1631554481 11867,897
offline_datapoint_4 1631554481 0,003
offline_datapoint_11 1631554486 32647,000
offline_datapoint_5 1631554486 3781,000
offline_datapoint_18 1631554484 58,330
offline_datapoint_27 1631554486 391438336,000
offline_datapoint_14 1631554486 359727104,000
offline_datapoint_3 1631554486 12150697984,000
offline_datapoint_9 1631554486 215830528,000
offline_datapoint_26 1631554486 1296,000
offline_datapoint_20 1631554484 22,341
offline_datapoint_8 1631554484 9765,383
offline_datapoint_22 1631554486 215830528,000
offline_datapoint_1 1631554484 1,334
offline_datapoint_21 1631554486 8698425344,000
offline_datapoint_7 1631554486 9906016256,000
offline_datapoint_6 1631554484 0,065
offline_datapoint_12 1631554484 4,770
offline_datapoint_25 1631554484 2,410
offline_datapoint_13 1631554484 5068,422
offline_datapoint_19 1631554486 0,000
offline_datapoint_0 1631554484 7310,532
offline_datapoint_16 1631554484 523,848
offline_datapoint_29 1631554484 0,327
offline_datapoint_17 1631554484 7,669
offline_datapoint_10 1631554484 99,447
offline_datapoint_30 1631554484 0,000
offline_datapoint_23 1631554484 22617,043
offline_datapoint_4 1631554484 0,003
offline_datapoint_11 1631554489 32647,000
offline_datapoint_5 1631554489 3776,000
offline_datapoint_18 1631554487 58,316
offline_datapoint_27 1631554489 391438336,000
offline_datapoint_14 1631554489 359727104,000
offline_datapoint_3 1631554489 12147699712,000
offline_datapoint_9 1631554489 215949312,000
offline_datapoint_26 1631554489 1296,000
offline_datapoint_20 1631554487 2,664
offline_datapoint_8 1631554487 13742,917
offline_datapoint_22 1631554489 215949312,000
offline_datapoint_1 1631554487 0,333
offline_datapoint_21 1631554489 8695566336,000
offline_datapoint_7 1631554489 9903751168,000
offline_datapoint_6 1631554487 0,000
offline_datapoint_12 1631554487 6,872
offline_datapoint_25 1631554487 2,926
offline_datapoint_13 1631554487 5852,953
offline_datapoint_19 1631554489 0,000
offline_datapoint_0 1631554487 8568,968
offline_datapoint_16 1631554487 707,310
offline_datapoint_29 1631554487 0,281
offline_datapoint_17 1631554487 7,326
offline_datapoint_10 1631554487 99,541
offline_datapoint_30 1631554487 0,000
offline_datapoint_23 1631554487 22528,000
offline_datapoint_4 1631554487 0,003
offline_datapoint_11 1631554492 32647,000
offline_datapoint_5 1631554492 3750,000
offline_datapoint_18 1631554490 58,326
offline_datapoint_27 1631554492 391745536,000
offline_datapoint_14 1631554492 359755776,000
offline_datapoint_3 1631554492 12149932032,000
offline_datapoint_9 1631554492 216018944,000
offline_datapoint_26 1631554492 1295,000
offline_datapoint_20 1631554490 12,990
offline_datapoint_8 1631554490 19455,421
offline_datapoint_22 1631554492 216018944,000
offline_datapoint_1 1631554490 1,332
offline_datapoint_21 1631554492 8695459840,000
offline_datapoint_7 1631554492 9905524736,000
offline_datapoint_6 1631554490 0,130
offline_datapoint_12 1631554490 10,143
offline_datapoint_25 1631554490 5,205
offline_datapoint_13 1631554490 6560,193
offline_datapoint_19 1631554492 0,000
offline_datapoint_0 1631554490 9372,323
offline_datapoint_16 1631554490 957,250
offline_datapoint_29 1631554490 0,821
offline_datapoint_17 1631554490 20,984
offline_datapoint_10 1631554490 98,467
offline_datapoint_30 1631554490 0,666
offline_datapoint_23 1631554490 13937,778
offline_datapoint_4 1631554490 0,008
offline_datapoint_11 1631554495 32647,000
offline_datapoint_5 1631554495 3738,000
offline_datapoint_18 1631554493 58,309
offline_datapoint_27 1631554495 391745536,000
offline_datapoint_14 1631554495 359755776,000
offline_datapoint_3 1631554495 12146225152,000
offline_datapoint_9 1631554495 215957504,000
offline_datapoint_26 1631554495 1296,000
offline_datapoint_20 1631554493 2,664
offline_datapoint_8 1631554493 8159,570
offline_datapoint_22 1631554495 215957504,000
offline_datapoint_1 1631554493 0,999
offline_datapoint_21 1631554495 8693411840,000
offline_datapoint_7 1631554495 9904082944,000
offline_datapoint_6 1631554493 0,000
offline_datapoint_12 1631554493 5,950
offline_datapoint_25 1631554493 2,667
offline_datapoint_13 1631554493 5370,110
offline_datapoint_19 1631554495 0,000
offline_datapoint_0 1631554493 7956,754
offline_datapoint_16 1631554493 688,706
offline_datapoint_29 1631554493 1,397
offline_datapoint_17 1631554493 36,966
offline_datapoint_10 1631554493 97,733
offline_datapoint_30 1631554493 1,332
offline_datapoint_23 1631554493 7200,288
offline_datapoint_4 1631554493 0,014
offline_datapoint_11 1631554498 32647,000
offline_datapoint_5 1631554498 3723,000
offline_datapoint_18 1631554496 58,273
offline_datapoint_27 1631554498 391745536,000
offline_datapoint_14 1631554498 359755776,000
offline_datapoint_3 1631554498 12138815488,000
offline_datapoint_9 1631554498 216285184,000
offline_datapoint_26 1631554498 1301,000
offline_datapoint_20 1631554496 0,000
offline_datapoint_8 1631554496 13025,103
offline_datapoint_22 1631554498 216285184,000
offline_datapoint_1 1631554496 0,000
offline_datapoint_21 1631554498 8686276608,000
offline_datapoint_7 1631554498 9899872256,000
offline_datapoint_6 1631554496 0,131
offline_datapoint_12 1631554496 6,554
offline_datapoint_25 1631554496 3,267
offline_datapoint_13 1631554496 5799,828
offline_datapoint_19 1631554498 0,000
offline_datapoint_0 1631554496 8493,788
offline_datapoint_16 1631554496 731,127
offline_datapoint_29 1631554496 0,188
offline_datapoint_17 1631554496 8,365
offline_datapoint_10 1631554496 99,456
offline_datapoint_30 1631554496 0,000
offline_datapoint_23 1631554496 8437,760
offline_datapoint_4 1631554496 0,002
offline_datapoint_11 1631554501 32647,000
offline_datapoint_5 1631554501 3720,000
offline_datapoint_18 1631554499 58,397
offline_datapoint_27 1631554501 391745536,000
offline_datapoint_14 1631554501 359755776,000
offline_datapoint_3 1631554501 12164583424,000
offline_datapoint_9 1631554501 215916544,000
offline_datapoint_26 1631554501 1291,000
offline_datapoint_20 1631554499 5,673
offline_datapoint_8 1631554499 12430,032
offline_datapoint_22 1631554501 215916544,000
offline_datapoint_1 1631554499 1,001
offline_datapoint_21 1631554501 8712822784,000
offline_datapoint_7 1631554501 9917894656,000
offline_datapoint_6 1631554499 0,261
offline_datapoint_12 1631554499 7,383
offline_datapoint_25 1631554499 3,259
offline_datapoint_13 1631554499 5656,537
offline_datapoint_19 1631554501 0,000
offline_datapoint_0 1631554499 8152,088
offline_datapoint_16 1631554499 1293,161
offline_datapoint_29 1631554499 0,508
offline_datapoint_17 1631554499 16,686
offline_datapoint_10 1631554499 99,187
offline_datapoint_30 1631554499 1,335
offline_datapoint_23 1631554499 10393,600
offline_datapoint_4 1631554499 0,005
offline_datapoint_11 1631554504 32647,000
offline_datapoint_5 1631554504 3712,000
offline_datapoint_18 1631554502 58,381
offline_datapoint_27 1631554504 391745536,000
offline_datapoint_14 1631554504 359755776,000
offline_datapoint_3 1631554504 12161388544,000
offline_datapoint_9 1631554504 216461312,000
offline_datapoint_26 1631554504 1287,000
offline_datapoint_20 1631554502 0,000
offline_datapoint_8 1631554502 15878,023
offline_datapoint_22 1631554504 216461312,000
offline_datapoint_1 1631554502 0,000
offline_datapoint_21 1631554504 8709578752,000
offline_datapoint_7 1631554504 9914847232,000
offline_datapoint_6 1631554502 0,195
offline_datapoint_12 1631554502 7,738
offline_datapoint_25 1631554502 3,701
offline_datapoint_13 1631554502 6038,828
offline_datapoint_19 1631554504 0,000
offline_datapoint_0 1631554502 8693,200
offline_datapoint_16 1631554502 823,174
offline_datapoint_29 1631554502 0,350
offline_datapoint_17 1631554502 8,312
offline_datapoint_10 1631554502 99,376
offline_datapoint_30 1631554502 0,000
offline_datapoint_23 1631554502 13701,120
offline_datapoint_4 1631554502 0,003
offline_datapoint_11 1631554507 32647,000
