298 1631554427 2,200000 -1,000000 -101,000000 0,000000 0,000000
298 1631554428 2,200000 -1,000000 -101,000000 0,000000 0,000000
298 1631554429 2,200000 -1,000000 -101,000000 0,000000 0,000000
298 1631554430 2,200000 -1,000000 -101,000000 0,000000 0,000000
298 1631554431 2,200000 -1,000000 -101,000000 0,000000 0,000000
298 1631554432 0,600000 -1,000000 -101,000000 0,000000 0,000000
298 1631554433 0,600000 -1,000000 -101,000000 0,000000 0,000000
298 1631554434 0,600000 -1,000000 -101,000000 0,000000 0,000000
298 1631554435 0,600000 -1,000000 -101,000000 0,000000 0,000000
298 1631554436 0,600000 -1,000000 -101,000000 0,000000 0,000000
298 1631554437 0,800000 -1,000000 -101,000000 0,000000 0,000000
298 1631554438 0,800000 -1,000000 -101,000000 0,000000 0,000000
298 1631554439 0,800000 -1,000000 -101,000000 0,000000 0,000000
298 1631554440 0,800000 -1,000000 -101,000000 0,000000 0,000000
298 1631554441 0,800000 -1,000000 -101,000000 0,000000 0,000000
298 1631554442 0,800000 -1,000000 -101,000000 0,000000 0,000000
298 1631554443 0,800000 -1,000000 -101,000000 0,000000 0,000000
298 1631554444 0,800000 -1,000000 -101,000000 0,000000 0,000000
298 1631554445 0,800000 -1,000000 -101,000000 0,000000 0,000000
298 1631554446 0,800000 -1,000000 -101,000000 0,000000 0,000000
298 1631554447 1,200000 -1,000000 -101,000000 0,000000 0,000000
298 1631554448 1,200000 -1,000000 -101,000000 0,000000 0,000000
298 1631554449 1,200000 -1,000000 -101,000000 0,000000 0,000000
298 1631554450 1,200000 -1,000000 -101,000000 0,000000 0,000000
298 1631554451 1,200000 -1,000000 -101,000000 0,000000 0,000000
298 1631554452 2,000000 -1,000000 -101,000000 0,000000 0,000000
298 1631554453 2,000000 -1,000000 -101,000000 0,000000 0,000000
298 1631554454 2,000000 -1,000000 -101,000000 0,000000 0,000000
298 1631554455 2,000000 -1,000000 -101,000000 0,000000 0,000000
298 1631554456 2,000000 -1,000000 -101,000000 0,000000 0,000000
298 1631554457 1,200000 -1,000000 -101,000000 0,000000 0,000000
298 1631554458 1,200000 -1,000000 -101,000000 0,000000 0,000000
298 1631554459 1,200000 -1,000000 -101,000000 0,000000 0,000000
298 1631554460 1,200000 -1,000000 -101,000000 0,000000 0,000000
298 1631554461 1,200000 -1,000000 -101,000000 0,000000 0,000000
298 1631554462 3,000000 -1,000000 -101,000000 0,000000 0,000000
298 1631554463 3,000000 -1,000000 -101,000000 0,000000 0,000000
298 1631554464 3,000000 -1,000000 -101,000000 0,000000 0,000000
298 1631554465 3,000000 -1,000000 -101,000000 0,000000 0,000000
298 1631554466 3,000000 -1,000000 -101,000000 0,000000 0,000000
298 1631554467 1,800000 -1,000000 -101,000000 0,000000 0,000000
298 1631554468 1,800000 -1,000000 -101,000000 0,000000 0,000000
298 1631554469 1,800000 -1,000000 -101,000000 0,000000 0,000000
298 1631554470 1,800000 -1,000000 -101,000000 0,000000 0,000000
298 1631554471 1,800000 -1,000000 -101,000000 0,000000 0,000000
298 1631554472 2,400000 -1,000000 -101,000000 0,000000 0,000000
298 1631554473 2,400000 -1,000000 -101,000000 0,000000 0,000000
298 1631554474 2,400000 -1,000000 -101,000000 0,000000 0,000000
298 1631554475 2,400000 -1,000000 -101,000000 0,000000 0,000000
298 1631554476 2,400000 -1,000000 -101,000000 0,000000 0,000000
298 1631554477 4,200000 -1,000000 -101,000000 0,000000 0,000000
298 1631554478 4,200000 -1,000000 -101,000000 0,000000 0,000000
298 1631554479 4,200000 -1,000000 -101,000000 0,000000 0,000000
298 1631554480 4,200000 -1,000000 -101,000000 0,000000 0,000000
298 1631554481 4,200000 -1,000000 -101,000000 0,000000 0,000000
298 1631554482 2,400000 -1,000000 -101,000000 0,000000 0,000000
298 1631554483 2,400000 -1,000000 -101,000000 0,000000 0,000000
298 1631554484 2,400000 -1,000000 -101,000000 0,000000 0,000000
298 1631554485 2,400000 -1,000000 -101,000000 0,000000 0,000000
298 1631554486 2,400000 -1,000000 -101,000000 0,000000 0,000000
298 1631554487 2,400000 -1,000000 -101,000000 0,000000 0,000000
298 1631554488 2,400000 -1,000000 -101,000000 0,000000 0,000000
298 1631554489 2,400000 -1,000000 -101,000000 0,000000 0,000000
298 1631554490 2,400000 -1,000000 -101,000000 0,000000 0,000000
298 1631554491 2,400000 -1,000000 -101,000000 0,000000 0,000000
298 1631554492 4,400000 -1,000000 -101,000000 0,000000 0,000000
298 1631554493 4,400000 -1,000000 -101,000000 0,000000 0,000000
298 1631554494 4,400000 -1,000000 -101,000000 0,000000 0,000000
298 1631554495 4,400000 -1,000000 -101,000000 0,000000 0,000000
