389 1631554512 0,200000 -1,000000 -101,000000 0,000000 0,000000
389 1631554513 0,200000 -1,000000 -101,000000 0,000000 0,000000
389 1631554514 0,200000 -1,000000 -101,000000 0,000000 0,000000
389 1631554515 0,200000 -1,000000 -101,000000 0,000000 0,000000
389 1631554516 0,200000 -1,000000 -101,000000 0,000000 0,000000
389 1631554527 0,200000 -1,000000 -101,000000 0,000000 0,000000
389 1631554528 0,200000 -1,000000 -101,000000 0,000000 0,000000
389 1631554529 0,200000 -1,000000 -101,000000 0,000000 0,000000
389 1631554530 0,200000 -1,000000 -101,000000 0,000000 0,000000
389 1631554531 0,200000 -1,000000 -101,000000 0,000000 0,000000
389 1631554547 0,200000 -1,000000 -101,000000 0,000000 0,000000
389 1631554548 0,200000 -1,000000 -101,000000 0,000000 0,000000
389 1631554549 0,200000 -1,000000 -101,000000 0,000000 0,000000
389 1631554550 0,200000 -1,000000 -101,000000 0,000000 0,000000
389 1631554551 0,200000 -1,000000 -101,000000 0,000000 0,000000
392 1631554512 0,200000 -1,000000 -101,000000 0,000000 0,000000
392 1631554513 0,200000 -1,000000 -101,000000 0,000000 0,000000
392 1631554514 0,200000 -1,000000 -101,000000 0,000000 0,000000
392 1631554515 0,200000 -1,000000 -101,000000 0,000000 0,000000
392 1631554516 0,200000 -1,000000 -101,000000 0,000000 0,000000
392 1631554527 0,200000 -1,000000 -101,000000 0,000000 0,000000
392 1631554528 0,200000 -1,000000 -101,000000 0,000000 0,000000
392 1631554529 0,200000 -1,000000 -101,000000 0,000000 0,000000
392 1631554530 0,200000 -1,000000 -101,000000 0,000000 0,000000
392 1631554531 0,200000 -1,000000 -101,000000 0,000000 0,000000
392 1631554547 0,200000 -1,000000 -101,000000 0,000000 0,000000
392 1631554548 0,200000 -1,000000 -101,000000 0,000000 0,000000
392 1631554549 0,200000 -1,000000 -101,000000 0,000000 0,000000
392 1631554550 0,200000 -1,000000 -101,000000 0,000000 0,000000
392 1631554551 0,200000 -1,000000 -101,000000 0,000000 0,000000
394 1631554512 0,200000 -1,000000 -101,000000 0,000000 0,000000
394 1631554513 0,200000 -1,000000 -101,000000 0,000000 0,000000
394 1631554514 0,200000 -1,000000 -101,000000 0,000000 0,000000
394 1631554515 0,200000 -1,000000 -101,000000 0,000000 0,000000
394 1631554516 0,200000 -1,000000 -101,000000 0,000000 0,000000
394 1631554527 0,200000 -1,000000 -101,000000 0,000000 0,000000
394 1631554528 0,200000 -1,000000 -101,000000 0,000000 0,000000
394 1631554529 0,200000 -1,000000 -101,000000 0,000000 0,000000
394 1631554530 0,200000 -1,000000 -101,000000 0,000000 0,000000
394 1631554531 0,200000 -1,000000 -101,000000 0,000000 0,000000
394 1631554547 0,200000 -1,000000 -101,000000 0,000000 0,000000
