383 1631554477 0,200000 -1,000000 -101,000000 0,000000 0,000000
383 1631554478 0,200000 -1,000000 -101,000000 0,000000 0,000000
383 1631554479 0,200000 -1,000000 -101,000000 0,000000 0,000000
383 1631554480 0,200000 -1,000000 -101,000000 0,000000 0,000000
383 1631554481 0,200000 -1,000000 -101,000000 0,000000 0,000000
383 1631554557 0,200000 -1,000000 -101,000000 0,000000 0,000000
383 1631554558 0,200000 -1,000000 -101,000000 0,000000 0,000000
383 1631554559 0,200000 -1,000000 -101,000000 0,000000 0,000000
383 1631554560 0,200000 -1,000000 -101,000000 0,000000 0,000000
383 1631554561 0,200000 -1,000000 -101,000000 0,000000 0,000000
383 1631554577 0,200000 -1,000000 -101,000000 0,000000 0,000000
383 1631554578 0,200000 -1,000000 -101,000000 0,000000 0,000000
383 1631554579 0,200000 -1,000000 -101,000000 0,000000 0,000000
383 1631554580 0,200000 -1,000000 -101,000000 0,000000 0,000000
383 1631554581 0,200000 -1,000000 -101,000000 0,000000 0,000000
383 1631554821 0,400000 -1,000000 0,400000 0,400000 0,032000
383 1631554820 0,400000 -1,000000 0,400000 0,400000 0,032000
383 1631554819 0,400000 -1,000000 0,400000 0,400000 0,032000
383 1631554818 0,400000 -1,000000 0,400000 0,400000 0,032000
383 1631554817 0,400000 -1,000000 0,400000 0,400000 0,032000
383 1631554817 0,400000 -1,000000 -101,000000 0,000000 0,000000
383 1631554818 0,400000 -1,000000 -101,000000 0,000000 0,000000
383 1631554819 0,400000 -1,000000 -101,000000 0,000000 0,000000
383 1631554820 0,400000 -1,000000 -101,000000 0,000000 0,000000
383 1631554821 0,400000 -1,000000 -101,000000 0,000000 0,000000
383 1631555037 0,200000 -1,000000 -101,000000 0,000000 0,000000
383 1631555038 0,200000 -1,000000 -101,000000 0,000000 0,000000
383 1631555039 0,200000 -1,000000 -101,000000 0,000000 0,000000
383 1631555040 0,200000 -1,000000 -101,000000 0,000000 0,000000
383 1631555041 0,200000 -1,000000 -101,000000 0,000000 0,000000
383 1631555072 0,200000 -1,000000 -101,000000 0,000000 0,000000
383 1631555073 0,200000 -1,000000 -101,000000 0,000000 0,000000
383 1631555074 0,200000 -1,000000 -101,000000 0,000000 0,000000
383 1631555075 0,200000 -1,000000 -101,000000 0,000000 0,000000
383 1631555076 0,200000 -1,000000 -101,000000 0,000000 0,000000
383 1631555621 0,200000 -1,000000 0,200000 0,200000 0,008000
383 1631555620 0,200000 -1,000000 0,200000 0,200000 0,008000
383 1631555619 0,200000 -1,000000 0,200000 0,200000 0,008000
383 1631555618 0,200000 -1,000000 0,200000 0,200000 0,008000
383 1631555617 0,200000 -1,000000 0,200000 0,200000 0,008000
383 1631555621 0,200000 -1,000000 0,200000 0,200000 0,008000
383 1631555620 0,200000 -1,000000 0,200000 0,200000 0,008000
383 1631555619 0,200000 -1,000000 0,200000 0,200000 0,008000
383 1631555618 0,200000 -1,000000 0,200000 0,200000 0,008000
383 1631555617 0,200000 -1,000000 0,200000 0,200000 0,008000
