317 1631554432 1,200000 -1,000000 -101,000000 0,000000 0,000000
317 1631554433 1,200000 -1,000000 -101,000000 0,000000 0,000000
317 1631554434 1,200000 -1,000000 -101,000000 0,000000 0,000000
317 1631554435 1,200000 -1,000000 -101,000000 0,000000 0,000000
317 1631554436 1,200000 -1,000000 -101,000000 0,000000 0,000000
317 1631554437 0,800000 -1,000000 -101,000000 0,000000 0,000000
317 1631554438 0,800000 -1,000000 -101,000000 0,000000 0,000000
317 1631554439 0,800000 -1,000000 -101,000000 0,000000 0,000000
317 1631554440 0,800000 -1,000000 -101,000000 0,000000 0,000000
317 1631554441 0,800000 -1,000000 -101,000000 0,000000 0,000000
317 1631554442 1,800000 -1,000000 -101,000000 0,000000 0,000000
317 1631554443 1,800000 -1,000000 -101,000000 0,000000 0,000000
336 1631554442 1,600000 -1,000000 -101,000000 0,000000 0,000000
336 1631554443 1,600000 -1,000000 -101,000000 0,000000 0,000000
317 1631554444 1,800000 -1,000000 -101,000000 0,000000 0,000000
317 1631554445 1,800000 -1,000000 -101,000000 0,000000 0,000000
317 1631554446 1,800000 -1,000000 -101,000000 0,000000 0,000000
317 1631554447 2,200000 -1,000000 -101,000000 0,000000 0,000000
317 1631554448 2,200000 -1,000000 -101,000000 0,000000 0,000000
336 1631554444 1,600000 -1,000000 -101,000000 0,000000 0,000000
336 1631554445 1,600000 -1,000000 -101,000000 0,000000 0,000000
336 1631554446 1,600000 -1,000000 -101,000000 0,000000 0,000000
336 1631554447 0,800000 -1,000000 -101,000000 0,000000 0,000000
336 1631554448 0,800000 -1,000000 -101,000000 0,000000 0,000000
317 1631554449 2,200000 -1,000000 -101,000000 0,000000 0,000000
317 1631554450 2,200000 -1,000000 -101,000000 0,000000 0,000000
317 1631554451 2,200000 -1,000000 -101,000000 0,000000 0,000000
317 1631554452 2,400000 -1,000000 -101,000000 0,000000 0,000000
317 1631554453 2,400000 -1,000000 -101,000000 0,000000 0,000000
336 1631554449 0,800000 -1,000000 -101,000000 0,000000 0,000000
336 1631554450 0,800000 -1,000000 -101,000000 0,000000 0,000000
336 1631554451 0,800000 -1,000000 -101,000000 0,000000 0,000000
336 1631554452 2,800000 -1,000000 -101,000000 0,000000 0,000000
336 1631554453 2,800000 -1,000000 -101,000000 0,000000 0,000000
317 1631554454 2,400000 -1,000000 -101,000000 0,000000 0,000000
317 1631554455 2,400000 -1,000000 -101,000000 0,000000 0,000000
317 1631554456 2,400000 -1,000000 -101,000000 0,000000 0,000000
317 1631554457 2,000000 -1,000000 -101,000000 0,000000 0,000000
317 1631554458 2,000000 -1,000000 -101,000000 0,000000 0,000000
336 1631554454 2,800000 -1,000000 -101,000000 0,000000 0,000000
336 1631554455 2,800000 -1,000000 -101,000000 0,000000 0,000000
336 1631554456 2,800000 -1,000000 -101,000000 0,000000 0,000000
336 1631554457 1,800000 -1,000000 -101,000000 0,000000 0,000000
336 1631554458 1,800000 -1,000000 -101,000000 0,000000 0,000000
317 1631554459 2,000000 -1,000000 -101,000000 0,000000 0,000000
317 1631554460 2,000000 -1,000000 -101,000000 0,000000 0,000000
317 1631554461 2,000000 -1,000000 -101,000000 0,000000 0,000000
317 1631554462 3,400000 -1,000000 -101,000000 0,000000 0,000000
317 1631554463 3,400000 -1,000000 -101,000000 0,000000 0,000000
336 1631554459 1,800000 -1,000000 -101,000000 0,000000 0,000000
336 1631554460 1,800000 -1,000000 -101,000000 0,000000 0,000000
336 1631554461 1,800000 -1,000000 -101,000000 0,000000 0,000000
336 1631554462 2,000000 -1,000000 -101,000000 0,000000 0,000000
336 1631554463 2,000000 -1,000000 -101,000000 0,000000 0,000000
317 1631554464 3,400000 -1,000000 -101,000000 0,000000 0,000000
317 1631554465 3,400000 -1,000000 -101,000000 0,000000 0,000000
317 1631554466 3,400000 -1,000000 -101,000000 0,000000 0,000000
317 1631554467 4,200000 -1,000000 -101,000000 0,000000 0,000000
317 1631554468 4,200000 -1,000000 -101,000000 0,000000 0,000000
336 1631554464 2,000000 -1,000000 -101,000000 0,000000 0,000000
336 1631554465 2,000000 -1,000000 -101,000000 0,000000 0,000000
336 1631554466 2,000000 -1,000000 -101,000000 0,000000 0,000000
