319 1631554432 4168,400000 -1,000000 -101,000000 0,000000 0,000000
319 1631554433 4168,400000 -1,000000 -101,000000 0,000000 0,000000
319 1631554434 4168,400000 -1,000000 -101,000000 0,000000 0,000000
319 1631554435 4168,400000 -1,000000 -101,000000 0,000000 0,000000
319 1631554436 4168,400000 -1,000000 -101,000000 0,000000 0,000000
319 1631554437 5070,400000 -1,000000 -101,000000 0,000000 0,000000
319 1631554438 5070,400000 -1,000000 -101,000000 0,000000 0,000000
319 1631554439 5070,400000 -1,000000 -101,000000 0,000000 0,000000
319 1631554440 5070,400000 -1,000000 -101,000000 0,000000 0,000000
319 1631554441 5070,400000 -1,000000 -101,000000 0,000000 0,000000
319 1631554442 5564,600000 -1,000000 -101,000000 0,000000 0,000000
319 1631554443 5564,600000 -1,000000 -101,000000 0,000000 0,000000
319 1631554444 5564,600000 -1,000000 -101,000000 0,000000 0,000000
319 1631554445 5564,600000 -1,000000 -101,000000 0,000000 0,000000
319 1631554446 5564,600000 -1,000000 -101,000000 0,000000 0,000000
319 1631554447 12370,600000 -1,000000 -101,000000 0,000000 0,000000
319 1631554448 12370,600000 -1,000000 -101,000000 0,000000 0,000000
319 1631554449 12370,600000 -1,000000 -101,000000 0,000000 0,000000
319 1631554450 12370,600000 -1,000000 -101,000000 0,000000 0,000000
319 1631554451 12370,600000 -1,000000 -101,000000 0,000000 0,000000
319 1631554452 2716,600000 -1,000000 -101,000000 0,000000 0,000000
319 1631554453 2716,600000 -1,000000 -101,000000 0,000000 0,000000
319 1631554454 2716,600000 -1,000000 -101,000000 0,000000 0,000000
319 1631554455 2716,600000 -1,000000 -101,000000 0,000000 0,000000
319 1631554456 2716,600000 -1,000000 -101,000000 0,000000 0,000000
319 1631554457 15044,800000 -1,000000 -101,000000 0,000000 0,000000
319 1631554458 15044,800000 -1,000000 -101,000000 0,000000 0,000000
319 1631554459 15044,800000 -1,000000 -101,000000 0,000000 0,000000
319 1631554460 15044,800000 -1,000000 -101,000000 0,000000 0,000000
319 1631554461 15044,800000 -1,000000 -101,000000 0,000000 0,000000
319 1631554462 13766,800000 -1,000000 -101,000000 0,000000 0,000000
319 1631554463 13766,800000 -1,000000 -101,000000 0,000000 0,000000
319 1631554464 13766,800000 -1,000000 -101,000000 0,000000 0,000000
