339 1631554484 0,087590 0,200000 0,087590 0,087590 0,001534
326 1631554484 0,054095 0,200000 0,054095 0,054095 0,000585
342 1631554484 19,816188 0,200000 19,816188 19,816188 78,536264
315 1631554484 0,106261 0,600000 0,095598 0,111914 0,006809
332 1631554485 0,144844 0,200000 0,144844 0,144844 0,004196
300 1631554485 0,093235 0,600000 0,088442 0,096874 0,005223
345 1631554485 19,816220 0,200000 19,816220 19,816220 78,536517
369 1631554485 0,062458 0,200000 0,062458 0,062458 0,000780
339 1631554485 0,087590 0,200000 0,087590 0,087590 0,001534
326 1631554485 0,054095 0,200000 0,054095 0,054095 0,000585
342 1631554485 19,816188 0,200000 19,816188 19,816188 78,536264
315 1631554485 0,106261 0,600000 0,095598 0,111914 0,006809
332 1631554486 0,144844 0,200000 0,144844 0,144844 0,004196
300 1631554486 0,093235 0,600000 0,088442 0,096874 0,005223
345 1631554486 19,816220 0,200000 19,816220 19,816220 78,536517
369 1631554486 0,062458 0,200000 0,062458 0,062458 0,000780
339 1631554486 0,087590 0,200000 0,087590 0,087590 0,001534
326 1631554486 0,054095 0,200000 0,054095 0,054095 0,000585
342 1631554486 19,816188 0,200000 19,816188 19,816188 78,536264
315 1631554486 0,106261 0,600000 0,095598 0,111914 0,006809
300 1631554487 0,091196 0,600000 0,089106 0,092266 0,004991
335 1631554487 0,058541 0,200000 0,058541 0,058541 0,000685
381 1631554487 3,063345 0,200000 3,063345 3,063345 1,876817
312 1631554487 0,107203 0,800000 0,101485 0,111399 0,009205
329 1631554487 0,058293 0,200000 0,058293 0,058293 0,000680
375 1631554487 0,095016 0,200000 0,095016 0,095016 0,001806
315 1631554487 0,110551 0,200000 0,110551 0,110551 0,002444
300 1631554488 0,091196 0,600000 0,089106 0,092266 0,004991
335 1631554488 0,058541 0,200000 0,058541 0,058541 0,000685
381 1631554488 3,063345 0,200000 3,063345 3,063345 1,876817
312 1631554488 0,107203 0,800000 0,101485 0,111399 0,009205
329 1631554488 0,058293 0,200000 0,058293 0,058293 0,000680
375 1631554488 0,095016 0,200000 0,095016 0,095016 0,001806
315 1631554488 0,110551 0,200000 0,110551 0,110551 0,002444
300 1631554489 0,091196 0,600000 0,089106 0,092266 0,004991
335 1631554489 0,058541 0,200000 0,058541 0,058541 0,000685
381 1631554489 3,063345 0,200000 3,063345 3,063345 1,876817
312 1631554489 0,107203 0,800000 0,101485 0,111399 0,009205
329 1631554489 0,058293 0,200000 0,058293 0,058293 0,000680
375 1631554489 0,095016 0,200000 0,095016 0,095016 0,001806
315 1631554489 0,110551 0,200000 0,110551 0,110551 0,002444
300 1631554490 0,091196 0,600000 0,089106 0,092266 0,004991
335 1631554490 0,058541 0,200000 0,058541 0,058541 0,000685
381 1631554490 3,063345 0,200000 3,063345 3,063345 1,876817
312 1631554490 0,107203 0,800000 0,101485 0,111399 0,009205
329 1631554490 0,058293 0,200000 0,058293 0,058293 0,000680
375 1631554490 0,095016 0,200000 0,095016 0,095016 0,001806
